run_id,game_index,position,victory,winner,draw,timeout,rounds_played,duration_s,agent_points,agent_rank,max_vp,tie_for_first,has_victory_condition,vp_J0,vp_J1,vp_J2,vp_J3,trace_dir
2026-04-24_19-43-19,1,0,0,,1,1,2,0.002,2,1,2,1,0,2,2,2,2,
