run_id,timestamp,agent,agent_label,provider,model,prompt_tag,prompt_profile,start_prompt_sha256,build_prompt_sha256,matches_per_position,positions,max_rounds,seed,games,wins,win_rate,avg_points,avg_rank,draws,timeouts,avg_rounds,duration_s,avg_game_s,llm_calls_total,llm_calls_initial_placement,llm_calls_build_plan,llm_errors_total,llm_latency_ms_avg,llm_latency_ms_p95,llm_invalid_output,llm_illegal_move,llm_no_valid_actions,log_dir
2026-04-26_18-05-59,2026-04-26_18-05-59,LLMJsonAgent.LLMJsonAgent,LLMJsonAgent (ollama phi3:mini prompt=baseline_v1),ollama,phi3:mini,baseline_v1,baseline_v1,0f85d4c1dd0a89ed861926d3984bd5af1dc9f5d1140fc1b5757a2b78e4916c30,7e0655280583da0539b2e72af4aa3d6b2bf81de76d3db436c960298beca8e442,2,0 1 2 3,200,,8,5,0.6250,8.25,1.50,2,2,89.50,1154.386,144.298,394,28,366,0,2927.48,4477,101,5,21,llm_logs\2026-04-26_18-05-59
