run_id,timestamp,agent,agent_label,provider,model,prompt_tag,prompt_profile,start_prompt_sha256,build_prompt_sha256,matches_per_position,positions,max_rounds,seed,games,wins,win_rate,avg_points,avg_rank,draws,timeouts,avg_rounds,duration_s,avg_game_s,llm_calls_total,llm_calls_initial_placement,llm_calls_build_plan,llm_errors_total,llm_latency_ms_avg,llm_latency_ms_p95,llm_invalid_output,llm_illegal_move,llm_no_valid_actions,log_dir
2026-04-24_19-43-19,2026-04-24_19-43-19,LLMJsonAgent.LLMJsonAgent,LLMJsonAgent_Configurado (prompt=baseline_v1),,,baseline_v1,baseline_v1,3d829d8fa370edb30f9fd879b8a326c9b7f41a110e73af44b406d6abbce8b812,5497c2c283ea05f26acd365c83fc27392925c5f480133b0c24ee090df9611c10,1,0,2,,1,0,0.0000,2.00,1.00,1,1,2.00,0.003,0.003,0,0,0,0,,,0,0,0,llm_logs\2026-04-24_19-43-19
